id,name,partOf,locationType
HF6769-l7MWuCpjmDw,FSP OSTIE ANDRANOMENA,Location/MGT1010010012,HEALTH_FACILITY
HF6735-SSP4kqW3zIq,FSP FAHASOAVANA,Location/MGT1010010003,HEALTH_FACILITY
HF6746-Vg3q31SV2Mc,FSP MADRE CAMILA,Location/MGT1010010006,HEALTH_FACILITY
HF1239-GjTD8Y6Yot5,CSB2 Soafanomezana,Location/MGT1010060109,HEALTH_FACILITY
HF1239-bidGS7SIUYL,CSB2 Smil'in Health,Location/MGT1010050088,HEALTH_FACILITY
HF1239-Zh2exQ28khL,CSB2 Sahavoangy,Location/MGF3080420610,HEALTH_FACILITY
HF1239-qOzQt1KQ0Mn,CSB2 SaLFa Tsiroanomandidy,Location/MGT1020150173,HEALTH_FACILITY
HF1204-TPVQ0NqG88c,FSP GARINSON ZP AMBATONDRAZAKA,Location/MGA5160811159,HEALTH_FACILITY
HF1239-I4he0kiFztt,CSB2 Tameantsoa,Location/MGU6211101605,HEALTH_FACILITY
HF1240-g7jwS8qrxXy,CSB2 Tanamanjary,Location/MGU6191021466,HEALTH_FACILITY
HF1240-en0faY6Py4K,CSB2 Tambohobe,Location/MGF3090460676,HEALTH_FACILITY
HF1240-SSGJEBcG8Op,CSB2 Tanambao,Location/MGD2060320417,HEALTH_FACILITY
HF1240-MJLpD3K4Gd0,CSB2 Tanambao Verrerie,Location/MGA5180961370,HEALTH_FACILITY
HF1240-EXx4s6A4NWS,FSP CML Ambohijafy,Location/MGT1010050090,HEALTH_FACILITY
HF1240-nHNQZkG07yg,CSB2 Tanambao Marivorahona,Location/MGD2050270357,HEALTH_FACILITY
HF1240-aGTd5fx9Ce3,CSB2 Tanambao,Location/MGD2050280360,HEALTH_FACILITY
HF1240-VUJgQb0L7qO,CSB2 Soanierana,Location/MGT1020150170,HEALTH_FACILITY
HF1240-dFBnJ6fuoMK,CSB2 Soatanana,Location/MGF3090470688,HEALTH_FACILITY
HF1240-Y8j6nwEvzEA,FSP CML Ambondrona Fieferana,Location/MGT1010060107,HEALTH_FACILITY
HF1241-KyiZ9PfpTN5,CSB2 SSS Iavoloha,Location/MGT1010050083,HEALTH_FACILITY
HF1241-TZBlrKMtOeT,FSP CML AMI Andranonahoatra,Location/MGT1010050084,HEALTH_FACILITY
HF1241-DRVnQYtsXq3,CSB2 Soavoanio,Location/MGD2060330452,HEALTH_FACILITY
HF1241-LQWQZMsNz5x,CSB2 Morafeno,Location/MGF3090450666,HEALTH_FACILITY
HF1241-NODxztI3K3U,CSB2 Morafeno,Location/MGT1030160196,HEALTH_FACILITY
HF1241-A0YU5ksfXZS,CSB2 Morafeno,Location/MGF3110570863,HEALTH_FACILITY
HF1241-TL1Ta5d1hc4,CSB2 Morarano,Location/MGT1040190243,HEALTH_FACILITY
HF1241-JTyiCC7emqy,CSB2 Mitsimbina,Location/MGM4130640963,HEALTH_FACILITY
HF1241-p8U2NuTHk5t,CSB2 Maya,Location/MGD2050270346,HEALTH_FACILITY
HF1241-BWwLje8ptbw,CSB2 Miaramasoandro,Location/MGT1040210262,HEALTH_FACILITY
HF1242-BKidCv9cW6H,CSB2 Miarinarivo,Location/MGT1030170207,HEALTH_FACILITY
HF1242-Po6WJrofXe5,CSB2 Mirasoa,Location/MGD2050270346,HEALTH_FACILITY
HF1242-Q2oTLgQfgXL,CSB2 Miarinarivo,Location/MGA5170911312,HEALTH_FACILITY
HF1232-wUa6nZuk9yx,CSB1 ANTSIRABE,Location/MGM4130680994,HEALTH_FACILITY
HF1242-TIEi7Dvw6EX,CSB2 Razanaka,Location/MGA5180931330,HEALTH_FACILITY
HF1242-JRP7LuXuM5v,FSP CML Anosizato Andrefana,Location/MGT1010050088,HEALTH_FACILITY
HF1242-jhGPwmz9jIL,CSB2 Sahamadio,Location/MGF3080400571,HEALTH_FACILITY
HF1242-CYbfgk4ZuIE,CSB2 Sadifi Mandoto,Location/MGT1040250310,HEALTH_FACILITY
HF1242-CE5tyqmdQ2e,FSP CML Antra,Location/MGF3090460677,HEALTH_FACILITY
HF1242-iE0vqX3tuBO,CSB2 Ranomena,Location/MGF3090500730,HEALTH_FACILITY
HF6786-GY4OBHUxIHW,FSP TOBIM-PAHASALMANA HO AN NY REHETRA,Location/MGT1010010017,HEALTH_FACILITY
HF6755-IEO5MvjSLIZ,FSP VOAN-TSINAPY,Location/MGT1010010010,HEALTH_FACILITY
HF6764-II6kUKwk5Gb,FSP CML FAHASOAVANA AMBOHIDRATRIMO,Location/MGT1010010012,HEALTH_FACILITY
HF6790-y9FETcbTunC,FSP CENTRE MEDICAL SAHANINO,Location/MGT1010010020,HEALTH_FACILITY
HF1218-azeGu2zmZTg,FSP DISPENSAIRE MAHAVELONA,Location/MGD2050260321,HEALTH_FACILITY
HF6778-VQIHnxkPa79,FSP DISPENSAIR AIR MAD,Location/MGT1010010017,HEALTH_FACILITY
HF6774-SgQmj2fJOjj,FSP AMIT IVATO,Location/MGT1010010017,HEALTH_FACILITY
HF6810-euetlvWwK85,FSP ALATSINAINY BAKARO,Location/MGT1010020026,HEALTH_FACILITY
HF6760-NTVfcXHJgxz,FSP AHITANTSOA,Location/MGT1010010012,HEALTH_FACILITY
HF6776-e8pAQCrdqbQ,FSP CDP IVATO,Location/MGT1010010017,HEALTH_FACILITY
HF1242-LjVL3mRz3tR,FSP CML Avotra,Location/MGT1010050091,HEALTH_FACILITY
HF1243-SQnM7wpSAHP,CSB2 Nosibe Masianaka,Location/MGF3080420603,HEALTH_FACILITY
HF1243-r4U7PhBKR7S,CSB2 Ranomafana,Location/MGF3110540773,HEALTH_FACILITY
HF1243-OkmGcgJKovH,CSB2 Ranobe,Location/MGU6201031479,HEALTH_FACILITY
HF1243-UwLzmpv58QN,FSP CML Atsimondala Ankazoabo Sud,Location/MGU6211071558,HEALTH_FACILITY
HF1243-UX3zX0juLMw,CSB2 Poste d'infirmier Mazamiempo,Location/MGT1020150163,HEALTH_FACILITY
HF1243-OqGOIn6v164,CSB2 Poste d'infirmier Ankilahila,Location/MGT1020150169,HEALTH_FACILITY
HF1243-yildM7hCU5a,CSB2 Poste d'accouchement Androtra,Location/MGT1020150161,HEALTH_FACILITY
HF1243-hVmE01gCHfg,CSB2 Tanambao Vohemar,Location/MGD2060340474,HEALTH_FACILITY
HF1243-ZTpzRe2Bq1K,DAT Antsiranana,Location/MGD2050280360,HEALTH_FACILITY
HF1243-GKakcO4dbyG,EM SALFA Gogogogo,Location/MGU6211061550,HEALTH_FACILITY
HF1244-uURoPKY3zDM,EM SALFA Bekoaka,Location/MGU6221191713,HEALTH_FACILITY
HF1213-B5J5UsaVxOo,CSB1 BEKARARA,Location/MGM4140690999,HEALTH_FACILITY
HF1244-CjEKkQbIDV1,EM SALFA Andranomadio,Location/MGT1040210262,HEALTH_FACILITY
HF1244-jCExgApwKHc,DAT IHS Analankely,Location/MGT1010070115,HEALTH_FACILITY
HF1244-MLnCiMTa0zj,CSB2Mahasoa/Sooavinandriana,Location/MGD2060330452,HEALTH_FACILITY
HF1244-F1GiDijkn3g,CSB2 Dentisterie scolaire Iavoloha,Location/MGT1010050083,HEALTH_FACILITY
HF6904-VOBUkftSqIW,FSP CML TALATA AMBATOFAHAVALO,Location/MGT1010050076,HEALTH_FACILITY
HF1244-NNAy4QrbRJL,CSB2 WANDA BLENSKA,Location/MGU6221191710,HEALTH_FACILITY
HF6924-y5i5wWoFzNv,FSP CML HAJAINA,Location/MGT1010050083,HEALTH_FACILITY
HF1244-WW53FrLCKYd,FSFA Militaire Maintirano,Location/MGM4140721029,HEALTH_FACILITY
HF1244-hWvGIbcTGeg,FSP Adelaide Andongona,Location/MGM4150781103,HEALTH_FACILITY
HF1244-aQA3vR7voNs,FSP AMBOHIMAHAZO,Location/MGT1040210262,HEALTH_FACILITY
HF1244-ex9xG9nHEXv,FSP CMC Dr Jeannine,Location/MGT1020150159,HEALTH_FACILITY
HF1245-PEJ2HYL28j0,FSP Centre Médical Sénatorium,Location/MGU6211141652,HEALTH_FACILITY
HF1245-s6WTUN3VBoL,FSP Cabinet d'accouchement Mahasoa,Location/MGT1010050083,HEALTH_FACILITY
HF1245-A6v7XrfkY2g,FSP Cabinet d'accouchement communautaire Manakana Vohitraivo,Location/MGT1010030044,HEALTH_FACILITY
HF1245-km7UHoJ7lxi,FSP Cabinet d'accouchement communautaire Andakana,Location/MGT1010030040,HEALTH_FACILITY
HF1245-vCtjd2EY9pJ,FSP Cabinet Accouchement,Location/MGT1040250316,HEALTH_FACILITY
HF1245-RA3fH39jMJO,FSP Cabinet Accouchement,Location/MGT1040250311,HEALTH_FACILITY
HF1245-vldwYpxfZkn,FSP C3M,Location/MGT1010050090,HEALTH_FACILITY
HF1245-oBcvn31S3Lh,FSP Amborobe,Location/MGF3110590911,HEALTH_FACILITY
HF6899-gPweBezlte7,FSP ZAZAKELY SAMBATRA,Location/MGT1010050073,HEALTH_FACILITY
HF6902-K4N8NqT056j,FSP NA AVOTRA SAINT PIERRE,Location/MGT1010050075,HEALTH_FACILITY
HF1245-c1vnkJ7P5jP,FSP Cabinet Médical,Location/MGA5160851239,HEALTH_FACILITY
HF1245-Xwq2VJFbcuN,FSP Cabinet Dermato,Location/MGT1010090117,HEALTH_FACILITY
HF1246-YegzSe09axR,FSP Dispensaire SALFA Ambalabongo,Location/MGM4120610937,HEALTH_FACILITY
HF6879-XfNufCpqYU4,CSB2 FIHAONANA,Location/MGT1010040064,HEALTH_FACILITY
HF6955-OVJ7OBfdziP,CSB2 BEMASOANDRO,Location/MGT1010050090,HEALTH_FACILITY
HF1246-z29fUdmseRf,FSP Don Bosco Toliara,Location/MGU6211131632,HEALTH_FACILITY
HF1246-ilfVVC23s3A,FSP AKAMASOA Antolojanahary,Location/MGT1010040066,HEALTH_FACILITY
HF1246-Qfh1jUa3p1m,FSP AINA Amboatavo Antsahalava,Location/MGT1040200257,HEALTH_FACILITY
HF1077-lSAZap5tOnv,CSB2 MANJAKANDRIANA DU,Location/MGT1010130137,HEALTH_FACILITY
HF1246-ebRE2LEmvie,FSP- Ekar Mahavoky Nord,Location/MGF3110570856,HEALTH_FACILITY
HF1246-EpyzqvfDT8b,FSP ASERN Behenjy,Location/MGT1010050084,HEALTH_FACILITY
HF1246-zAfNnVR0BEa,FSP Antanamitarana Privé,Location/MGD2050300385,HEALTH_FACILITY
HF1246-wW2z5RradES,FSP Andry Ambatomainty,Location/MGT1010110119,HEALTH_FACILITY
HF1246-OfrBLu8n9fh,FSP Andranobe Privé,Location/MGD2050300384,HEALTH_FACILITY
HF1246-JE9EnY5GuJn,FSP Ampasindava Privé,Location/MGD2050300385,HEALTH_FACILITY
HF1247-Q5ylBDavMv3,FSP Amical Avotr'aina Ivandry,Location/MGT1010110119,HEALTH_FACILITY
HF1247-VWXTo6HAloY,FSP Vallé de Fiherenana,Location/MGU6211141650,HEALTH_FACILITY
HF1247-oJixtnJHtYv,FSP UMS Tanambao,Location/MGU6211131632,HEALTH_FACILITY
HF1247-rRsT98Eq3x9,FSP Toubib,Location/MGD2050280360,HEALTH_FACILITY
HF1247-ozFJk962ysC,FSP Le Bon Sauveur,Location/MGF3080420601,HEALTH_FACILITY
HF1247-Bln2IuxsZod,FSP Jeromine de Benenitra,Location/MGU6211081567,HEALTH_FACILITY
HF1247-tWr9G7RK3su,FSP GENDARME Mananara Nord,Location/MGA5170871268,HEALTH_FACILITY
HF1247-EFZ9okpPocb,FSP Garnison,Location/MGT1020150173,HEALTH_FACILITY
HF1247-tXc2uNDEzGK,FSP Fratérnité Toliara,Location/MGU6211131632,HEALTH_FACILITY
HF1247-GctDiFtJquu,FSP Fanantenana,Location/MGM4130640963,HEALTH_FACILITY
HF1248-EgIHBGFQj80,FSP EKAR Sevaina,Location/MGF3090500727,HEALTH_FACILITY
HF1248-TFbHUdIlTvQ,FSP Maison Centrale Toliara,Location/MGU6211131632,HEALTH_FACILITY
HF1248-eiTDIUZiRcF,FSP Marie Manjaka Madiorano,Location/MGU6211141646,HEALTH_FACILITY
HF1248-N83kwkH2hOI,FSP Safata Akamasoa,Location/MGF3090500728,HEALTH_FACILITY
HF1248-RqzgYzD3VJ5,FSP Belle Vue Antsirabe I,Location/MGT1040210262,HEALTH_FACILITY
HF1248-zKixz2q2CCD,FSP Militaire Toliara,Location/MGU6211131632,HEALTH_FACILITY
HF1248-hhzMxW5WBeR,FSP Polyclinique St Joseph Fandana,Location/MGF3100520754,HEALTH_FACILITY
HF1248-mHDPNIDOecN,FSP OSIEMI Mananjary,Location/MGF3110570859,HEALTH_FACILITY
HF1248-zGxuoAhl2AC,FSP OMIT Toliara,Location/MGU6211131632,HEALTH_FACILITY
HF1248-ypNqliq16Tv,FSP Médecine Préventive Université,Location/MGU6211131632,HEALTH_FACILITY
HF1249-WOOtE3tcDme,CSB2 Vohilengo,Location/MGF3080400574,HEALTH_FACILITY
HF1249-VXBoIKU8hkD,CSB2 Tsaramasoandro,Location/MGT1040250313,HEALTH_FACILITY
HF1249-WrZrSTdzP04,CSB2 Tsararano,Location/MGM4130660984,HEALTH_FACILITY
HF1249-p1FaH8uyiOZ,CSB2 Tsaralalana CSS,Location/MGT1010070115,HEALTH_FACILITY
HF1249-qjqgIImELn2,CSB2 Tsaralalana CSMI,Location/MGT1010070115,HEALTH_FACILITY
HF1249-PndXs3uNFPE,CSB2 Tsaralalana,Location/MGT1010070115,HEALTH_FACILITY
HF1249-cp2lO2PyVj4,CSB2 Tsararivotra,Location/MGF3110580884,HEALTH_FACILITY
HF1249-sWtZcCugKOP,FSP CM de la Garnison ZP Ambositra,Location/MGF3070360490,HEALTH_FACILITY
HF1249-uWoBok9YyvB,CSB2 Tsaratanana,Location/MGF3110540774,HEALTH_FACILITY
HF6885-NlbDny9Zh1T,CSB2 MAHAVELONA,Location/MGT1010040066,HEALTH_FACILITY
HF6907-DXymRJBtoBo,FSP NY AINA VOLAMENA,Location/MGT1010050078,HEALTH_FACILITY
HF6938-ZKmRAkQ76s6,FSP MAHASOA AMBANILALANA,Location/MGT1010050084,HEALTH_FACILITY
HF6915-KpPZcCNyv4P,FSP FINARITRA MALAHO,Location/MGT1010050081,HEALTH_FACILITY
HF6910-agyAmc7SRLd,FSP CML RAJERIZAFY SOANAIVO,Location/MGT1010050079,HEALTH_FACILITY
HF1235-vMzxcyN4HbI,FSP EKAR SOANAMBININA,Location/MGT1040200252,HEALTH_FACILITY
HF6952-jge8O441RAT,FSP DR DEMETTE,Location/MGT1010050088,HEALTH_FACILITY
HF6895-sKUtCiDd1cm,FSP CUR VONTOVORONA,Location/MGT1010050073,HEALTH_FACILITY
HF6941-vqWAWQwsWrf,FSP CSBD RABIBISOA AVARATSENA,Location/MGT1010050084,HEALTH_FACILITY
HF6935-Ohflh84zc3b,FSP ANDRIAMANANA BERAVINA,Location/MGT1010050084,HEALTH_FACILITY
HF1249-IEnMx1lMSbj,FSP CM Siloe Ambositra,Location/MGF3070360490,HEALTH_FACILITY
HF1250-e57ztk1s9vJ,CSB2 Tsaratanana,Location/MGM4150791138,HEALTH_FACILITY
HF1250-QBZMvWjS1qG,CSB2 Tanandava,Location/MGU6211091580,HEALTH_FACILITY
HF1250-aKDcVN4EeX7,FSP CML Aina Antsirabe I,Location/MGT1040210262,HEALTH_FACILITY
HF1250-dGFVQEQe2Hm,FSP CML,Location/MGU6201051535,HEALTH_FACILITY
HF1250-KdAf3twxcxd,CSB2 Tsaravinany,Location/MGA5180941350,HEALTH_FACILITY
HF1250-d6kVaw7aiXZ,FSP Carmelites Ilanivato,Location/MGT1010100118,HEALTH_FACILITY
HF1250-ZpdAbOChH4T,CSB2 Vohilava,Location/MGF3110570869,HEALTH_FACILITY
HF1250-pxRjoIOtRbi,CSB2 Vineta Andamasiny,Location/MGU6211121622,HEALTH_FACILITY
HF1250-SdIplVuYf48,CSB2 Tsinjoarivo,Location/MGT1040190246,HEALTH_FACILITY
HF1250-i9IyexSemHX,CSB2 Urbain Androrona,Location/MGD2060340474,HEALTH_FACILITY
HF1251-JlrpqmnpunG,CSB2 Tsivatrinikamo,Location/MGT1040210262,HEALTH_FACILITY
HF1251-ffSQf2hHi2U,CSB2 Tsinjoarivo Imanga,Location/MGT1020150171,HEALTH_FACILITY
HF1251-GxGgCd8AFtf,CSB2 Fierenana,Location/MGT1020150165,HEALTH_FACILITY
HF1251-CJ6nnmUxJN4,CSB2 Fieferana,Location/MGT1010060107,HEALTH_FACILITY
HF1251-eoZsp01ZiYS,CSB2 Fiadanana,Location/MGT1010010015,HEALTH_FACILITY
HF1251-wJRQYtgxfjp,CSB2 Hopital,Location/MGD2060320417,HEALTH_FACILITY
HF1251-efG2Lsn7UjT,CSB2 FIADANANA,Location/MGT1010040063,HEALTH_FACILITY
HF1251-d9uwtqLFQ0b,CSB2 Fiadanana,Location/MGF3090450662,HEALTH_FACILITY
HF1251-thBhytLZLOr,CSB2 Fanjakana,Location/MGF3090470683,HEALTH_FACILITY
HF1251-kX81t9Zfkfm,CSB2 Fenoarivo,Location/MGF3080400560,HEALTH_FACILITY
HF7045-C69fvhOm7im,CSB2 SABOTSY NAMEHANA,Location/MGT1010060110,HEALTH_FACILITY
HF1252-RKK179cpWxC,CSB2 Fenoarivo,Location/MGF3090440643,HEALTH_FACILITY
HF1252-OCmdCAW2YtT,CSB2 Fenoarivo,Location/MGT1010050092,HEALTH_FACILITY
HF1252-vYJ87sWIOtm,CSB2 Isandravinany,Location/MGF3080420610,HEALTH_FACILITY
HF1252-s4gOkFQ6mbC,CSB2 Ivato Aeroport,Location/MGT1010010017,HEALTH_FACILITY
HF1252-GDpSKtOSqLN,CSB2 Ivato,Location/MGF3110590897,HEALTH_FACILITY
HF1252-VqsRIE1loCQ,CSB2 Imahasoazaza Antsirabe I,Location/MGT1040210262,HEALTH_FACILITY
HF1252-n9s26zU8SYS,CSB2 Ex CSS Atsinanantsena,Location/MGT1040210262,HEALTH_FACILITY
HF1252-RLYpMQrPYto,CSB2 Besaly,Location/MGU6211061552,HEALTH_FACILITY
HF1252-hMqInY9js3m,CSB2 Besakoa Morahariva,Location/MGU6191001441,HEALTH_FACILITY
HF1252-xv9B4kBvlbZ,CSB2 Beronono,Location/MGU6221161680,HEALTH_FACILITY
HF1253-ZOJ4NVR5Cy5,CSB2 Bemahatazana,Location/MGU6221181699,HEALTH_FACILITY
HF1253-IKXCFeMoWFQ,CSB2 Belobaka,Location/MGT1020150162,HEALTH_FACILITY
HF1253-QS57Udn2p3t,CSB2 Dispensaire Catholique Ambohidahy,Location/MGT1020150172,HEALTH_FACILITY
HF1253-Ie995qqgNYm,CSB2 CSS Centre de Santé Scolaire,Location/MGM4130640963,HEALTH_FACILITY
HF1253-bVFUe1nOF2D,CSB2 CSS Andravoahangy,Location/MGT1010090117,HEALTH_FACILITY
HF1253-E4K6AvyUY86,CSB2 CSMI Tsaralalana,Location/MGT1010070115,HEALTH_FACILITY
HF1253-kT5cja5NuTz,CSB2 CML Vonjy Ambodiharana,Location/MGF3090460677,HEALTH_FACILITY
HF1253-z0fjRrCH2lC,CSB2 EKAR Ampasipotsy centre,Location/MGT1020150167,HEALTH_FACILITY
HF1253-UYzoa5s7IMV,CSB2 EKAR Ampasipotsy,Location/MGT1020150167,HEALTH_FACILITY
HF1253-LOGfhAe7GYQ,CSB2 Dépôt Analakininina,Location/MGA5180961368,HEALTH_FACILITY
HF1254-JD7KJjURnBo,CSB2 CML Robinarison,Location/MGT1010010002,HEALTH_FACILITY
HF1254-MRmLW0asjAI,CSB2 CML Fiakarana Anosiala,Location/MGT1010010010,HEALTH_FACILITY
HF1254-OkuxzZyXp0m,CSB2 BMH Mangarivotra,Location/MGM4130640963,HEALTH_FACILITY
HF1254-Sxhg7O6f3mf,CSB2 BMH Antsirabe I,Location/MGT1040210262,HEALTH_FACILITY
HF1254-hAh9qI3Neln,CSB2 CML DR Francine,Location/MGT1020150173,HEALTH_FACILITY
HF1254-HZ7n2TPfS8c,CSB2 CML Dr Ely,Location/MGT1010060110,HEALTH_FACILITY
HF1254-dvEBH2PGEex,CSB2 CML Ambohimiadana,Location/MGT1010020027,HEALTH_FACILITY
HF1254-bklxP7fc9D0,CSB2 CMC Andavabary,Location/MGT1010030041,HEALTH_FACILITY
HF1254-e8XuIkkfyYQ,CSB2 Cite des Assureurs Itaosy,Location/MGT1010050084,HEALTH_FACILITY
HF1254-AEaiWeZ2hPT,CSB2 Cite,Location/MGT1010050084,HEALTH_FACILITY
HF1255-EHqvyn6Zjcx,CSB2 Manintsevo,Location/MGU6201031486,HEALTH_FACILITY
HF1255-L2xaWytfdAR,CSB2 Maranatha Antsirabe I,Location/MGT1040210262,HEALTH_FACILITY
HF1255-dsZmWHX7llB,CSB2 Manarantsandry,Location/MGA5180921321,HEALTH_FACILITY
HF1255-k5SXFDpln7h,CSB2 Manapatrana,Location/MGF3110550787,HEALTH_FACILITY
HF1255-UHkU0gL9wku,CSB2 Mangabe,Location/MGM4120610931,HEALTH_FACILITY
HF1255-vag9WBcOG4R,CSB2 Mandromondromotra,Location/MGU6201051529,HEALTH_FACILITY
HF1255-yuBORM44fhM,CSB2 Mandriankeniheny,Location/MGT1040210262,HEALTH_FACILITY
HF1255-MTk3thoQf8q,CSB2 Maroalomainty,Location/MGU6190991425,HEALTH_FACILITY
HF1255-RXKv9Ry62vI,CSB2 Marovato,Location/MGA5180941340,HEALTH_FACILITY
HF1255-IxWKWMfXE0u,CSB2 Marovato,Location/MGD2050260341,HEALTH_FACILITY
HF1256-mwP5EF9Z6xp,CSB2 Masindray,Location/MGT1030180225,HEALTH_FACILITY
HF1256-iR5W8uL7ISB,CSB2 Marovato II,Location/MGF3080420610,HEALTH_FACILITY
HF1256-knuCGOvGGVx,CSB2 Maroharona,Location/MGT1020150168,HEALTH_FACILITY
HF1256-Oy8rKeHRP2g,CSB2 Maromandia,Location/MGM4150741048,HEALTH_FACILITY
HF1256-JVzKDUwPLuU,CSB2 Mahabo,Location/MGU6201041502,HEALTH_FACILITY
HF1256-RZVdmbQCdV1,CSB2 Mahabe,Location/MGM4140711013,HEALTH_FACILITY
HF1256-t5k7KDD9VVU,CSB2 Maevatanana,Location/MGD2050260338,HEALTH_FACILITY
HF1256-TsvOR4jXcGS,CSB2 Mahabo,Location/MGU6221161681,HEALTH_FACILITY
HF1256-flVn7HXr7d5,CSB2 Mahabo,Location/MGU6201031485,HEALTH_FACILITY
HF1256-XafHLpkHtio,CSB2 Manakana,Location/MGM4120620945,HEALTH_FACILITY
HF1257-L1KPGIEqmlw,CSB2 Malaza (DESACTIVE),Location/MGM4130680995,HEALTH_FACILITY
HF1257-TNIJgh1UJn2,CSB2 Mahasoa,Location/MGM4130640963,HEALTH_FACILITY
HF1257-Re4gy2xqNq7,CSB2 Mananara Avaratra,Location/MGA5170871268,HEALTH_FACILITY
HF1257-xIpy9Oaipvh,CSB2 Mahela,Location/MGF3110570857,HEALTH_FACILITY
HF1257-C9JPUbbxpOi,CSB2 Mahatsinjo,Location/MGM4150781109,HEALTH_FACILITY
HF1257-rRr0ShkBj1O,CSB2 Mahazoarivo,Location/MGF3090470686,HEALTH_FACILITY
HF1257-DXbyDxr4H74,CSB2 Mahazoarivo,Location/MGF3080430625,HEALTH_FACILITY
HF1257-lYCoE8WCoYF,CSB2 Mahavelo,Location/MGF3080400566,HEALTH_FACILITY
HF1257-w7gvP4jpOmv,CSB2 Mahavelona,Location/MGT1030180223,HEALTH_FACILITY
HF1257-gjvXhAAnuiT,FSP CML Dr Claude Ambodifototra,Location/MGA5170891295,HEALTH_FACILITY
HF1258-PObvTkRbbzK,FSP CML Fitahiana Analamahitsy,Location/MGT1010110119,HEALTH_FACILITY
HF1258-j3dS0ree36G,FSP Medecine scolaire,Location/MGT1040230297,HEALTH_FACILITY
HF1258-MFz1ytKb5qQ,FSP Medecine Preventive Ambondrona,Location/MGM4130640963,HEALTH_FACILITY
HF1258-GIax5CiHmDo,FSP Mobile HM,Location/MGF3070360492,HEALTH_FACILITY
HF1258-G49ehKoK7EG,FSP Mitsinjo Ny Aina Manjakaray,Location/MGT1010110119,HEALTH_FACILITY
HF1258-QEwrE2qqv4z,FSP Namehana,Location/MGT1010060110,HEALTH_FACILITY
HF1258-IKwFm8GatDZ,FSP Ny Anjara,Location/MGF3070360490,HEALTH_FACILITY
HF6962-YT8E3PYNA2l,FSP RASOANAIVO,Location/MGT1010050090,HEALTH_FACILITY
HF6989-dv1qGcmKzsG,CSB2 TSARARIVOTRA,Location/MGT1010050098,HEALTH_FACILITY
HF6973-xD0nevYkWmB,CSB2 ITAOSY,Location/MGT1010050094,HEALTH_FACILITY
HF1219-T932APUILqy,CSB2 BETIOKY SUD,Location/MGU6211101591,HEALTH_FACILITY
HF7018-EKC3joomCIw,FSP SAF FJKM AMBOHIMANGAKELY,Location/MGT1010060103,HEALTH_FACILITY
HF7001-msYN0ZTa85v,FSP SAF FJKM AMBOHIMALAZA,Location/MGT1010060100,HEALTH_FACILITY
HF1258-t93iWqG2LzA,FSP Orthodoxe Alasora,Location/MGT1010060099,HEALTH_FACILITY
HF1258-KamZxflMpGb,FSP Orphelinat de la Police,Location/MGT1040190229,HEALTH_FACILITY
HF7088-Ki3L4QY8Xtz,FSP MANOVOSOA AMBODIN ISOTRY,Location/MGT1010070115,HEALTH_FACILITY
