id,name,partOf,locationType
OljSNdHoonP,San Agustin I (Pob.) Office RTHT,Location/PH0102802024,CRVS_OFFICE
He9c91qb9DP,San Agustin I (Pob.) Office FBVA,Location/PH0102802024,CRVS_OFFICE
0VWzgme8LCM,San Agustin I (Pob.) Office JTAR,Location/PH0102802024,HEALTH_FACILITY
6KUaW46TK1r,San Agustin II (Pob.) Office AFFN,Location/PH0102802025,CRVS_OFFICE
gYyihXz6su2,San Agustin II (Pob.) Office AQJJ,Location/PH0102802025,HEALTH_FACILITY
VUkzbloIdky,San Agustin II (Pob.) Office KRIX,Location/PH0102802025,CRVS_OFFICE
vGVjmiM13Km,San Andres I (Pob.) Office JNJK,Location/PH0102802027,CRVS_OFFICE
IlMqFgJcG7d,San Andres I (Pob.) Office EDMN,Location/PH0102802027,HEALTH_FACILITY
TxaAmd3b3QK,San Andres I (Pob.) Office NOXA,Location/PH0102802027,CRVS_OFFICE
xaP5ha3kI57,San Andres II (Pob.) Office ICYH,Location/PH0102802028,HEALTH_FACILITY
gRgjNz9FDCQ,San Gabriel I (Pob.) Office ZIRL,Location/PH0102802030,CRVS_OFFICE
JvfwKlm2kwf,San Gabriel II (Pob.) Office XBAO,Location/PH0102802031,HEALTH_FACILITY
vkJziDxGAXk,San Pedro I (Pob.) Office GMUG,Location/PH0102802033,HEALTH_FACILITY
LjfMbeDdSB6,San Pedro II (Pob.) Office DBIQ,Location/PH0102802034,HEALTH_FACILITY
69R9cbAWYoU,San Pedro II (Pob.) Office ECHK,Location/PH0102802034,HEALTH_FACILITY
xGzZGhSdqQ2,San Pedro II (Pob.) Office EKME,Location/PH0102802034,CRVS_OFFICE
JsJYDovlGAE,San Roque I (Pob.) Office AQYD,Location/PH0102802036,CRVS_OFFICE
O4j1XgYTF21,San Roque II (Pob.) Office FUQY,Location/PH0102802037,CRVS_OFFICE
rZyTFu76akR,San Roque II (Pob.) Office HAXC,Location/PH0102802037,CRVS_OFFICE
Wh0kxlHAD2e,San Roque II (Pob.) Office HRWS,Location/PH0102802037,HEALTH_FACILITY
9RgIHihzibr,San Simon I (Pob.) Office HAUF,Location/PH0102802039,CRVS_OFFICE
mxMdwcbfR6j,San Simon I (Pob.) Office HQHS,Location/PH0102802039,CRVS_OFFICE
V9uaSnBF4gw,San Simon II (Pob.) Office ICGP,Location/PH0102802040,HEALTH_FACILITY
B4JvIffUWEd,San Simon II (Pob.) Office ZVIO,Location/PH0102802040,CRVS_OFFICE
VLbTRHhx2dc,San Vicente (Pob.) Office MGKI,Location/PH0102802041,HEALTH_FACILITY
NGTCdEzKSd9,San Vicente (Pob.) Office OSMJ,Location/PH0102802041,HEALTH_FACILITY
7IiUyRV3ys8,Sangil Office IGOX,Location/PH0102802042,CRVS_OFFICE
x6vbINm1z35,Santa Filomena I (Pob.) Office ZAZP,Location/PH0102802044,CRVS_OFFICE
UioUJds4W4r,Santa Filomena I (Pob.) Office NDUA,Location/PH0102802044,CRVS_OFFICE
za2sDF1d3oP,Santa Filomena I (Pob.) Office JFKT,Location/PH0102802044,CRVS_OFFICE
FmXXs3n1yGi,Santa Filomena II (Pob.) Office QSYF,Location/PH0102802045,HEALTH_FACILITY
YFigqgBHFHb,Santa Filomena II (Pob.) Office SVBU,Location/PH0102802045,HEALTH_FACILITY
5UTbl4e9ixa,Santa Filomena II (Pob.) Office KTUZ,Location/PH0102802045,CRVS_OFFICE
uw6a0cu8UXt,Santa Rita (Pob.) Office XMKW,Location/PH0102802046,HEALTH_FACILITY
8if6hbNTDeZ,Santo Cristo I (Pob.) Office DSYC,Location/PH0102802047,HEALTH_FACILITY
7vg559bfZMR,Santo Cristo II (Pob.) Office HCGD,Location/PH0102802048,CRVS_OFFICE
wxA7tImCVYp,Santo Cristo II (Pob.) Office IMJF,Location/PH0102802048,CRVS_OFFICE
dlqgw3eVFeg,Tambidao Office NMLZ,Location/PH0102802050,HEALTH_FACILITY
Txl1iRJYI6e,Tambidao Office MSQL,Location/PH0102802050,CRVS_OFFICE
ucWNFWmYYff,Tambidao Office WADX,Location/PH0102802050,HEALTH_FACILITY
bLhtRoUmSJd,Teppang Office LLBJ,Location/PH0102802051,CRVS_OFFICE
t5dGoGX0DDh,Teppang Office BSAM,Location/PH0102802051,HEALTH_FACILITY
aJmXeDh0PMg,Tubburan Office ZSYU,Location/PH0102802052,HEALTH_FACILITY
XSRfUtuHtLh,Tubburan Office ILVW,Location/PH0102802052,HEALTH_FACILITY
v6DGL34tcfV,Alay-Nangbabaan (Alay 15-B) Office GSID,Location/PH0102803001,CRVS_OFFICE
rVqMyBN3EK1,Alogoog Office GQAZ,Location/PH0102803002,CRVS_OFFICE
RuMrJXG5gV7,Alogoog Office UMZV,Location/PH0102803002,CRVS_OFFICE
LLhFS6TNKcR,Ar-arusip Office XEST,Location/PH0102803003,CRVS_OFFICE
qD2KPuuRlY3,Aring Office LPQH,Location/PH0102803004,HEALTH_FACILITY
VRTVeaAhZpx,Balbaldez Office JKZD,Location/PH0102803005,CRVS_OFFICE
uWjGkBzSfnD,Balbaldez Office XTOI,Location/PH0102803005,HEALTH_FACILITY
deP9zB0WPhD,Bato Office XOWD,Location/PH0102803006,CRVS_OFFICE
qyUrAOiChvH,Camanga Office ZCKB,Location/PH0102803007,CRVS_OFFICE
iGFa8Dw7eGt,Canaan (Pob.) Office NYAY,Location/PH0102803008,HEALTH_FACILITY
u8ThWg5wKgy,Caraitan Office NOON,Location/PH0102803009,CRVS_OFFICE
DhljgNUBpU0,Caraitan Office MYQT,Location/PH0102803009,HEALTH_FACILITY
Ck61RXOPG7V,Caraitan Office PQVA,Location/PH0102803009,CRVS_OFFICE
oKqfP4nQ02i,Gabut Norte Office QQWE,Location/PH0102803011,HEALTH_FACILITY
5HpIBthKet9,Gabut Sur Office ZMDC,Location/PH0102803012,HEALTH_FACILITY
euCpXrc7Tv6,Gabut Sur Office DRAA,Location/PH0102803012,HEALTH_FACILITY
uKdXMlvnp13,Gabut Sur Office LIYR,Location/PH0102803012,CRVS_OFFICE
2s8rRDWNXwW,Garreta (Pob.) Office DTFC,Location/PH0102803013,HEALTH_FACILITY
NVYUOaJX59A,Labut Office HYSS,Location/PH0102803016,CRVS_OFFICE
tpXOmrJiGZ6,Labut Office LYNH,Location/PH0102803016,CRVS_OFFICE
ZGz5x5e4s41,Lacuben Office DVOP,Location/PH0102803017,CRVS_OFFICE
m22BhzSv59G,Lubigan Office DVRF,Location/PH0102803018,HEALTH_FACILITY
VecmwBLRcrb,Lubigan Office AICH,Location/PH0102803018,CRVS_OFFICE
cIaJfRo6266,Lubigan Office QQRR,Location/PH0102803018,HEALTH_FACILITY
dBn94lc8xdM,Mabusag Norte Office TFAE,Location/PH0102803020,HEALTH_FACILITY
JwBvGYPBQjK,Mabusag Sur Office XBNI,Location/PH0102803021,CRVS_OFFICE
zEKlhAdWsSR,Mabusag Sur Office MULM,Location/PH0102803021,HEALTH_FACILITY
yJG1ojdbago,Mabusag Sur Office KQUX,Location/PH0102803021,CRVS_OFFICE
rhjTCHhBvFk,Madupayas Office JDML,Location/PH0102803022,CRVS_OFFICE
PbbicRBlxHb,Madupayas Office QTME,Location/PH0102803022,HEALTH_FACILITY
HRGlsYvIdcG,Madupayas Office DSJN,Location/PH0102803022,CRVS_OFFICE
e9MBNI5NSW8,Morong Office IZAV,Location/PH0102803023,HEALTH_FACILITY
0gFEu2dg1fE,Nagrebcan Office DLWP,Location/PH0102803025,HEALTH_FACILITY
GJhcwafEJGs,Nagrebcan Office ZNBX,Location/PH0102803025,CRVS_OFFICE
8oAhHKiSMg0,Nagrebcan Office LCJN,Location/PH0102803025,CRVS_OFFICE
dVfjd81kkuN,Napu Office MWYT,Location/PH0102803026,CRVS_OFFICE
3JCP8sCor3W,Napu Office HRHI,Location/PH0102803026,HEALTH_FACILITY
rqNGBlp3j6P,La Virgen Milagrosa (Paguetpet) Office FERO,Location/PH0102803027,CRVS_OFFICE
99dIPC0oCjC,Pagsanahan Norte Office KCHA,Location/PH0102803028,HEALTH_FACILITY
PP3h0PLQfuD,Pagsanahan Sur Office PYGV,Location/PH0102803029,HEALTH_FACILITY
Mg1ou2fnq18,Pagsanahan Sur Office ENDS,Location/PH0102803029,CRVS_OFFICE
v1e9rgTvYa6,Pagsanahan Sur Office ZVUJ,Location/PH0102803029,HEALTH_FACILITY
1hfb7wI2D2Q,Paltit Office WWXU,Location/PH0102803030,HEALTH_FACILITY
vTdLU5ieyXc,Paltit Office BNQZ,Location/PH0102803030,HEALTH_FACILITY
p7cFaFHzReJ,Parang Office UTTV,Location/PH0102803031,CRVS_OFFICE
xnwOCpw5PF6,Pasuc Office OTLW,Location/PH0102803032,HEALTH_FACILITY
RblQ0VWk8zj,Santa Cruz Norte Office GFHU,Location/PH0102803034,HEALTH_FACILITY
yKic2mCF2Jc,Santa Cruz Norte Office DZUZ,Location/PH0102803034,CRVS_OFFICE
faCQizM5rAv,Santa Cruz Sur Office OZAN,Location/PH0102803035,CRVS_OFFICE
fe5nt2Zmkdr,Santa Cruz Sur Office MSUR,Location/PH0102803035,HEALTH_FACILITY
ZagdpcWEGAj,Santa Cruz Sur Office CBPZ,Location/PH0102803035,HEALTH_FACILITY
dk8dAQnHeYc,Saud Office PTTK,Location/PH0102803036,CRVS_OFFICE
kXkgdaI2WjU,Saud Office BZTJ,Location/PH0102803036,CRVS_OFFICE
TTL2o0d1Ml0,Turod Office LCYA,Location/PH0102803037,CRVS_OFFICE
9TuGMCvTR6J,Turod Office TTEZ,Location/PH0102803037,HEALTH_FACILITY
k9tii3gx2Q1,Turod Office ZDDQ,Location/PH0102803037,CRVS_OFFICE
oUGmJTNhPXs,Abaca Office SGHU,Location/PH0102804001,CRVS_OFFICE
wb1jtphEY80,Abaca Office CDSV,Location/PH0102804001,HEALTH_FACILITY
f7McFhzRh1l,Bacsil Office WTQW,Location/PH0102804002,HEALTH_FACILITY
bgaRGEctFKi,Bacsil Office BWCR,Location/PH0102804002,HEALTH_FACILITY
nVf8Q9IScqM,Banban Office QZOS,Location/PH0102804003,HEALTH_FACILITY
0DyKCcLYjTd,Banban Office NLII,Location/PH0102804003,HEALTH_FACILITY
SajNrhZL2vK,Baruyen Office MYMR,Location/PH0102804004,HEALTH_FACILITY
hweSKF1vhhk,Baruyen Office BNKU,Location/PH0102804004,CRVS_OFFICE
GDRgXpFd6OE,Baruyen Office SFUC,Location/PH0102804004,HEALTH_FACILITY
9UDLGvI7Pjv,Dadaor Office CMAM,Location/PH0102804005,HEALTH_FACILITY
fpSTmrJUO4a,Dadaor Office IZVG,Location/PH0102804005,HEALTH_FACILITY
0y3xn9f2kaO,Lanao Office KGSW,Location/PH0102804006,HEALTH_FACILITY
Zqyubv6qugb,Lanao Office QIBQ,Location/PH0102804006,HEALTH_FACILITY
dzV9EFnIamv,Lanao Office DPXV,Location/PH0102804006,HEALTH_FACILITY
dIgd3k6rfq9,Malasin Office VEJR,Location/PH0102804007,CRVS_OFFICE
jOzTTAqvKJm,Malasin Office LYKI,Location/PH0102804007,CRVS_OFFICE
bYM4r76Imwb,Manayon Office HQUX,Location/PH0102804008,HEALTH_FACILITY
uCZlqdaLQ1Y,Manayon Office FZLJ,Location/PH0102804008,CRVS_OFFICE
l1o2NJWdKLO,Manayon Office ARDK,Location/PH0102804008,HEALTH_FACILITY
lHA8vkkvSXI,Masikil Office HKDG,Location/PH0102804009,CRVS_OFFICE
1Z3HhHMSCLu,Masikil Office CCZY,Location/PH0102804009,CRVS_OFFICE
jl1u2Hphg7c,Masikil Office QKUC,Location/PH0102804009,HEALTH_FACILITY
6E9EPV4qBr7,Nagbalagan Office QRPR,Location/PH0102804010,HEALTH_FACILITY
dSNqVeCYAyg,Payac Office EFIM,Location/PH0102804011,CRVS_OFFICE
0p3TkLExMsd,Payac Office EHWA,Location/PH0102804011,HEALTH_FACILITY
jIfmt6pszJm,Payac Office JPYT,Location/PH0102804011,HEALTH_FACILITY
MOT2kLVQRpG,San Lorenzo (Pob.) Office SBZA,Location/PH0102804012,CRVS_OFFICE
E97MeZTP3Q6,Taguiporo Office YUUZ,Location/PH0102804014,CRVS_OFFICE
H64YAzaZaDT,Utol Office VICS,Location/PH0102804015,CRVS_OFFICE
dvl8NhSyF6o,Utol Office ISJM,Location/PH0102804015,HEALTH_FACILITY
Bs3OIWtNlag,Aglipay (Pob.) Office GUTS,Location/PH0102805001,HEALTH_FACILITY
FnbabNZsv5P,Aglipay (Pob.) Office EBSC,Location/PH0102805001,HEALTH_FACILITY
c9rxIZp1TJ4,Aglipay (Pob.) Office LRZB,Location/PH0102805001,HEALTH_FACILITY
7qyGlChGLmd,Baay Office VRGN,Location/PH0102805002,HEALTH_FACILITY
2sPjCh2I1zm,Baay Office WTRR,Location/PH0102805002,HEALTH_FACILITY
8GBxwJei7w7,Baay Office ILDT,Location/PH0102805002,CRVS_OFFICE
H3IAzIG8n4v,Baligat Office OJJT,Location/PH0102805003,HEALTH_FACILITY
RbsgVUybUlI,Baligat Office QULA,Location/PH0102805003,CRVS_OFFICE
8L1Fo7zWBmc,Bungon Office TDJP,Location/PH0102805004,CRVS_OFFICE
JM0wdgIqJ1G,Bungon Office PLFE,Location/PH0102805004,CRVS_OFFICE
T06AbgEj89q,Baoa East Office HVUP,Location/PH0102805005,HEALTH_FACILITY
ZU7YRy9ntc6,Baoa East Office VLED,Location/PH0102805005,HEALTH_FACILITY
ScFOum6KGa5,Baoa East Office FPEF,Location/PH0102805005,CRVS_OFFICE
Ht6EAXyvjLL,Baoa West Office FQFG,Location/PH0102805006,HEALTH_FACILITY
02DS5DrbuH4,Baoa West Office SJIU,Location/PH0102805006,HEALTH_FACILITY
KGt5nGqImqv,Barani (Pob.) Office RXEC,Location/PH0102805007,HEALTH_FACILITY
Umn0loSwoeF,Barani (Pob.) Office VNEF,Location/PH0102805007,HEALTH_FACILITY
htX1Twgs9qI,Ben-agan (Pob.) Office XWGB,Location/PH0102805009,CRVS_OFFICE
XfVXdMaSsKH,Bil-loca Office ZMKV,Location/PH0102805010,HEALTH_FACILITY
SgwCAISjq66,Bil-loca Office HPVP,Location/PH0102805010,CRVS_OFFICE
r3Bno8PbF2P,Biningan Office TQJI,Location/PH0102805011,HEALTH_FACILITY
Qzh6WkggZR6,Biningan Office KGBC,Location/PH0102805011,HEALTH_FACILITY
0QdsOK9pLjr,Callaguip (Pob.) Office PXUA,Location/PH0102805012,HEALTH_FACILITY
m4o3EBTlfuP,Callaguip (Pob.) Office NEEM,Location/PH0102805012,HEALTH_FACILITY
YCSOZUaIv99,Callaguip (Pob.) Office DLJQ,Location/PH0102805012,HEALTH_FACILITY
0gqNZjC2Jc1,Camandingan Office TNLH,Location/PH0102805013,CRVS_OFFICE
jWW9a2A792c,Camandingan Office KRBD,Location/PH0102805013,HEALTH_FACILITY
uATO4fgM562,Camguidan Office JOJZ,Location/PH0102805014,CRVS_OFFICE
9gDurveZXKd,Camguidan Office TIAU,Location/PH0102805014,CRVS_OFFICE
JdWFLPu5F4v,Cangrunaan (Pob.) Office LCCN,Location/PH0102805015,CRVS_OFFICE
UthO6cPDQEv,Capacuan Office QBXL,Location/PH0102805016,HEALTH_FACILITY
O3N6OYexVTI,Capacuan Office RKOO,Location/PH0102805016,CRVS_OFFICE
GBYlQrVxz2K,Caunayan (Pob.) Office OMBN,Location/PH0102805017,CRVS_OFFICE
CI7T9cZRIoe,Valdez Pob. (Caoayan) Office NXIL,Location/PH0102805018,HEALTH_FACILITY
Bmkez8GPbhN,Colo Office IOBG,Location/PH0102805019,CRVS_OFFICE
qh930ILoifI,Colo Office LHVX,Location/PH0102805019,HEALTH_FACILITY
pyd889zHUjH,Pimentel (Cubol) Office VAYX,Location/PH0102805020,HEALTH_FACILITY
P3w8i2WyZod,Dariwdiw Office EJUO,Location/PH0102805021,CRVS_OFFICE
xpO9y4Ohi9k,Dariwdiw Office DTZW,Location/PH0102805021,CRVS_OFFICE
Nvm2xxOEG8G,Acosta Pob. (Iloilo) Office XAVV,Location/PH0102805022,CRVS_OFFICE
CbzxMGclDeF,Ablan Pob. (Labucao) Office EHGF,Location/PH0102805023,HEALTH_FACILITY
RINW0VoW7ju,Lacub (Pob.) Office ODVO,Location/PH0102805024,HEALTH_FACILITY
TMxJSgVRaEe,Lacub (Pob.) Office SFPI,Location/PH0102805024,CRVS_OFFICE
la6B8qKyIdQ,Mabaleng Office NEKI,Location/PH0102805025,CRVS_OFFICE
lEmfyjwOJ9f,Mabaleng Office LBQY,Location/PH0102805025,CRVS_OFFICE
VcfQ8H2l2Ek,Mabaleng Office PLKK,Location/PH0102805025,CRVS_OFFICE
hC7qTMNYeOd,Magnuang Office BQQL,Location/PH0102805026,CRVS_OFFICE
8b5cuzGjru4,Maipalig Office WGGY,Location/PH0102805027,CRVS_OFFICE
dd8yU1Tl1bK,Maipalig Office TIEF,Location/PH0102805027,HEALTH_FACILITY
3wEvdWHiWPV,Maipalig Office DKBO,Location/PH0102805027,CRVS_OFFICE
OWOgSL7bZeA,Nagbacalan Office DIUJ,Location/PH0102805028,HEALTH_FACILITY
VBxxHrqZnOf,Nagbacalan Office TSIO,Location/PH0102805028,CRVS_OFFICE
pUR8hnghre6,Nagbacalan Office UCEV,Location/PH0102805028,CRVS_OFFICE
PXhb7328FcK,Naguirangan Office OHAR,Location/PH0102805029,HEALTH_FACILITY
rVscN3R7tlJ,Naguirangan Office FSHL,Location/PH0102805029,CRVS_OFFICE
8dapf35udvM,Naguirangan Office UAHH,Location/PH0102805029,CRVS_OFFICE
Gy7zPgembPU,Ricarte Pob. (Nalasin) Office ZTIB,Location/PH0102805030,HEALTH_FACILITY
fE2stTMwXvy,Palongpong Office SHYU,Location/PH0102805031,HEALTH_FACILITY
e85J8vwvgoG,Palpalicong (Pob.) Office ZPWC,Location/PH0102805032,HEALTH_FACILITY
qZqIGtrApzY,Palpalicong (Pob.) Office VISD,Location/PH0102805032,CRVS_OFFICE
ExWacjm9B06,Palpalicong (Pob.) Office DMNL,Location/PH0102805032,HEALTH_FACILITY
xs2g8aJevPi,Parangopong Office DJXK,Location/PH0102805033,CRVS_OFFICE
rZuVLKkAqa5,Parangopong Office HVPJ,Location/PH0102805033,HEALTH_FACILITY
hIjQu1evNCk,Payao Office KEHN,Location/PH0102805034,CRVS_OFFICE
ET3BirE6phI,Payao Office NKEF,Location/PH0102805034,HEALTH_FACILITY
9tcIb7dcqyI,Payao Office ZKYQ,Location/PH0102805034,HEALTH_FACILITY
tAoWvINo9kz,Quiling Norte Office PHDG,Location/PH0102805035,HEALTH_FACILITY
tO6KFYr5a6h,Quiling Norte Office KPAR,Location/PH0102805035,HEALTH_FACILITY
fD8c196RFjK,Quiling Sur Office TIKN,Location/PH0102805036,HEALTH_FACILITY
Hn8HiXYDVhg,Quiling Sur Office KGRV,Location/PH0102805036,CRVS_OFFICE
QcCOKnea7E9,Quiom Office DRTI,Location/PH0102805037,HEALTH_FACILITY
uVKfDbjgDG5,Rayuray Office XOYX,Location/PH0102805038,CRVS_OFFICE
beHMagTfBu6,San Julian (Pob.) Office ZVUZ,Location/PH0102805039,HEALTH_FACILITY
31ScN5Ii0e3,San Julian (Pob.) Office FZYV,Location/PH0102805039,CRVS_OFFICE
JzTfXBDTm0a,San Julian (Pob.) Office NAWT,Location/PH0102805039,HEALTH_FACILITY
QgIom8CgqIU,San Mateo Office MKKL,Location/PH0102805040,CRVS_OFFICE
f9gP24gxyMv,San Pedro Office HWXE,Location/PH0102805041,HEALTH_FACILITY
Vm5XvmscLyC,San Pedro Office ZRRG,Location/PH0102805041,HEALTH_FACILITY
0VSHVuFYpDL,San Pedro Office FWVH,Location/PH0102805041,CRVS_OFFICE
FWkrXo8003p,Suabit (Pob.) Office TDPH,Location/PH0102805042,HEALTH_FACILITY
uWUrx7CZcPf,Suabit (Pob.) Office NLZC,Location/PH0102805042,CRVS_OFFICE
qeH8zwSecwT,Sumader Office REEQ,Location/PH0102805043,CRVS_OFFICE
uR8pwBVSgXZ,Sumader Office QHNA,Location/PH0102805043,CRVS_OFFICE
DSGiJrxec3I,Tabug Office HSRE,Location/PH0102805044,HEALTH_FACILITY
HcEiF76hbkO,Tabug Office LGNV,Location/PH0102805044,HEALTH_FACILITY
YsskoZWfQ5C,Ablan Sarat Office NHRT,Location/PH0102806001,HEALTH_FACILITY
crPY9PGQFJE,Ablan Sarat Office IDAS,Location/PH0102806001,CRVS_OFFICE
JZu6fBcOwYT,Agaga Office EVVR,Location/PH0102806002,HEALTH_FACILITY
w1RY5U7ywgu,Agaga Office UVMO,Location/PH0102806002,HEALTH_FACILITY
7h6TndzNNbo,Agaga Office FWAK,Location/PH0102806002,CRVS_OFFICE
6XB9ErQsSPf,Bayog Office KOCG,Location/PH0102806005,HEALTH_FACILITY
b3eKluPGDce,Bayog Office HQKY,Location/PH0102806005,HEALTH_FACILITY
TOtUNsP9pkd,Bayog Office YYRS,Location/PH0102806005,CRVS_OFFICE
hgiYQzaHuIP,Bobon Office LHMG,Location/PH0102806006,HEALTH_FACILITY
277m3hwN6Hn,Bobon Office YBVE,Location/PH0102806006,CRVS_OFFICE
pZraTVpALMN,Bobon Office XITV,Location/PH0102806006,CRVS_OFFICE
HwbCgfAgdJ0,Buduan (Malituek) Office VEJK,Location/PH0102806007,HEALTH_FACILITY
aCyCOGzu0jw,Buduan (Malituek) Office WRYK,Location/PH0102806007,HEALTH_FACILITY
j7qH753fWf5,Buduan (Malituek) Office RHJF,Location/PH0102806007,CRVS_OFFICE
dHqU78CwPgP,Nagsurot Office ZHSQ,Location/PH0102806008,CRVS_OFFICE
pYYYk4ru13S,Paayas Office LEOE,Location/PH0102806009,CRVS_OFFICE
QBe7eKz7pPb,Paayas Office SPLY,Location/PH0102806009,CRVS_OFFICE
2f9XRBe7k4o,Pagali Office NXTK,Location/PH0102806010,HEALTH_FACILITY
wnNnQH2iFl1,Poblacion Office VJCU,Location/PH0102806011,CRVS_OFFICE
iRVNVpeF7S7,Saoit Office AJVM,Location/PH0102806013,HEALTH_FACILITY
c3JeSZ9dOhx,Tanap Office DIHB,Location/PH0102806014,CRVS_OFFICE
O4j1sKjKub5,Tanap Office OLHM,Location/PH0102806014,CRVS_OFFICE
KTOa5Ighw6I,Tanap Office WMUE,Location/PH0102806014,HEALTH_FACILITY
9tjDVH589WJ,Angset Office FUKN,Location/PH0102807001,HEALTH_FACILITY
edvnRCHpmd3,Barbaqueso (Pob.) Office MIGI,Location/PH0102807003,CRVS_OFFICE
EuSgyXXUnMt,Barbaqueso (Pob.) Office FSOV,Location/PH0102807003,CRVS_OFFICE
WYl5CcfIEL8,Barbaqueso (Pob.) Office NBHY,Location/PH0102807003,HEALTH_FACILITY
7nPQU4Thiuo,Virbira Office VWHW,Location/PH0102807004,CRVS_OFFICE
INHqJvwRSRj,Virbira Office ASAT,Location/PH0102807004,HEALTH_FACILITY
oQ8pVHcJYFo,Virbira Office KVHT,Location/PH0102807004,CRVS_OFFICE
a2hR4RjZ2iF,Anggapang Norte Office VORD,Location/PH0102808001,HEALTH_FACILITY
cjQnvmq4YGk,Anggapang Sur Office RSXZ,Location/PH0102808002,CRVS_OFFICE
gVJp3GCwtXe,Bimmanga Office UEDZ,Location/PH0102808003,CRVS_OFFICE
KAKoyKAlgN5,Bimmanga Office NLME,Location/PH0102808003,HEALTH_FACILITY
OCLZN0z6JJ6,Bimmanga Office FTLL,Location/PH0102808003,CRVS_OFFICE
9uaeJzkVbXq,Cabuusan Office ZDKS,Location/PH0102808004,HEALTH_FACILITY
EoxJDTXMwue,Cabuusan Office VFPS,Location/PH0102808004,HEALTH_FACILITY
VTRCMJKekEk,Cabuusan Office DEPW,Location/PH0102808004,HEALTH_FACILITY
fGpExYdoyv4,Comcomloong Office YTYK,Location/PH0102808005,CRVS_OFFICE
YVRkBvKq3U1,Comcomloong Office TCBZ,Location/PH0102808005,CRVS_OFFICE
Uj4uLMXklJr,Comcomloong Office HUBH,Location/PH0102808005,CRVS_OFFICE
